 ,gas,electricity,heat_demand
4404,1.07362,0.89947,0.93480364
4405,1.07362,0.89893,0.93538865
4406,1.07362,0.89733,0.93482589
4407,1.07362,0.89867,0.93480364
4408,1.07362,0.93767,0.93480364
4409,1.07362,0.98428,0.93480364
4410,1.07362,1.07217,0.93480364
4411,1.07362,1.14323,0.46740182
4412,1.07362,1.0321,0.46793341
4413,1.07362,0.99871,0.47171344
4414,1.07362,0.94314,0.4776619
4415,1.07362,0.89666,0.48141174
4416,1.11409,0.88197,0.49776494
4417,1.11409,0.87168,0.50430623
4418,1.11409,0.88504,0.51166062
4419,1.11409,0.89399,0.52695574
4420,1.11409,0.90748,0.51503243
4421,1.11409,0.99096,0.46794889
4422,1.11409,1.08874,0.46740182
4423,1.11409,1.02743,0.46740182
4424,1.11409,0.96131,0.93693518
4425,1.11409,0.92271,0.93543319
4426,1.11409,0.90948,0.93480364
4427,1.11409,0.89399,0.93480364
4428,1.11409,0.89292,0.93480364
4429,1.11409,0.89132,0.93480364
4430,1.11409,0.89279,0.93480364
4431,1.11409,0.89493,0.93480364
4432,1.11409,0.9374,0.93480364
4433,1.11409,0.99003,0.93480364
4434,1.11409,1.07899,0.934968
4435,1.11409,1.09769,0.49778278
4436,1.11409,1.02983,0.48262347
4437,1.11409,1.01861,0.53288738
4438,1.11409,0.96305,0.46740182
4439,1.11409,0.89493,0.4676325
4440,1.11409,0.88424,0.46834354
4441,1.11409,0.86821,0.47346914
4442,1.11409,0.86607,0.53408902
4443,1.11409,0.86955,0.47451673
4444,1.11409,0.88531,0.47410223
4445,1.11409,0.95931,0.46740182
4446,1.11409,1.06977,0.53869512
4447,1.11409,1.11024,0.48262347
4448,1.11409,1.07658,0.93480364
4449,1.11409,1.00445,0.93480364
4450,1.11409,0.98575,0.93480364
4451,1.11409,0.93793,0.93480364
4452,1.11409,0.91162,0.93480364
4453,1.11409,0.89332,0.93480364
4454,1.11409,0.88731,0.93480364
4455,1.11409,0.90294,0.93480364
4456,1.11409,0.93727,0.93480364
4457,1.11409,0.96906,0.93480364
4458,1.11409,1.03317,0.93480364
4459,1.11409,1.10944,0.46740182
4460,1.11409,1.10797,0.46740182
4461,1.11409,1.05882,0.46740182
4462,1.11409,1.00566,0.46740182
4463,1.11409,1.00405,0.46740182
4464,1.10054,0.95236,0.46740182
4465,1.10054,0.91082,0.46740182
4466,1.10054,0.90454,0.46740182
4467,1.10054,0.89773,0.46740182
4468,1.10054,0.88745,0.50780697
4469,1.10054,0.88704,0.46740182
4470,1.10054,0.89412,0.49906766
4471,1.10054,0.91162,0.54294492
4472,1.10054,0.91082,0.46740182
4473,1.10054,0.89359,0.46740182
4474,1.10054,0.87796,0.46740182
4475,1.10054,0.85566,0.46740182
4476,1.10054,0.84537,0.46740182
4477,1.10054,0.83001,0.46740182
4478,1.10054,0.8455,0.46740182
4479,1.10054,0.86607,0.46740182
4480,1.10054,0.88411,0.46740182
4481,1.10054,0.90468,0.46740182
4482,1.10054,0.90788,0.46740182
4483,1.10054,0.89399,0.46740182
4484,1.10054,0.88878,0.48212815
4485,1.10054,0.92591,0.49186539
4486,1.10054,0.88544,0.62835619
4487,1.10054,0.87369,0.60700556
4488,1.07312,0.8439,0.58510347
4489,1.07312,0.83121,0.65874062
4490,1.07312,0.82106,0.69278552
4491,1.07312,0.80891,0.75238932
4492,1.07312,0.81211,0.77672803
4493,1.07312,0.78834,0.79164643
4494,1.07312,0.77444,0.76625384
4495,1.07312,0.81892,0.69552637
4496,1.07312,0.84096,0.51841211
4497,1.07312,0.84403,0.46740182
4498,1.07312,0.84951,0.46740182
4499,1.07312,0.84818,0.46740182
4500,1.07312,0.77284,0.46740182
4501,1.07312,0.62231,0.46740182
4502,1.07312,0.58731,0.46740182
4503,1.07312,0.65877,0.46740182
4504,1.07312,0.83909,0.46740182
4505,1.07312,0.88691,0.46740182
4506,1.07312,0.91723,0.46912976
4507,1.07312,0.92404,0.49149039
4508,1.07312,0.93847,0.51334976
4509,1.07312,0.99136,0.50267091
4510,1.07312,0.93793,0.55850546
4511,1.07312,0.96345,0.50267091
4512,1.02588,0.89907,0.74548949
4513,1.02588,0.89159,0.72017642
4514,1.02588,0.90387,0.74911105
4515,1.02588,0.89813,0.72611928
4516,1.02588,0.89893,0.75170547
4517,1.02588,0.96305,0.73540661
4518,1.02588,1.01861,0.70137343
4519,1.02588,1.03103,0.60271945
4520,1.02588,1.01233,1.03647408
4521,1.02588,0.99497,1.03131831
4522,1.02588,1.03037,1.02357425
4523,1.02588,1.01354,1.02278466
4524,1.02588,0.96558,1.00781034
4525,1.02588,0.94408,1.01911114
4526,1.02588,0.94782,0.95206635
4527,1.02588,0.9573,0.95738915
4528,1.02588,0.96331,0.95943342
4529,1.02588,1.00445,0.93978988
4530,1.02588,1.0699,1.01828223
4531,1.02588,1.00913,0.64476661
4532,1.02588,1.00352,0.66148462
4533,1.02588,1.02355,0.67765864
4534,1.02588,0.95944,0.73856667
4535,1.02588,0.91843,0.80127406
4536,1.04311,0.90013,0.73856667
4537,1.04311,0.89506,0.74430234
4538,1.04311,0.88998,0.6900193
4539,1.04311,0.89693,0.65307965
4540,1.04311,0.90387,0.71302423
4541,1.04311,0.97988,0.62874388
4542,1.04311,1.08393,0.59895327
4543,1.04311,1.0854,0.56267761
4544,1.04311,1.04573,0.96066084
4545,1.04311,1.00672,0.94805278
4546,1.04311,1.00499,1.01762196
4547,1.04311,0.9919,0.94220248
4548,1.04311,0.96639,0.94132473
4549,1.04311,0.96104,0.94199212
4550,1.04311,0.95423,0.93859417
4551,1.04311,0.96091,0.94073142
4552,1.04311,0.98722,0.94174317
4553,1.04311,1.03571,0.93480364
4554,1.04311,1.12467,0.93480364
4555,1.04311,1.13669,0.50545753
4556,1.04311,1.11118,0.54042903
4557,1.04311,1.08299,0.598236
4558,1.04311,0.98655,0.61721647
4559,1.04311,0.97654,0.54989844
4560,1.05352,0.94488,0.55181033
4561,1.05352,0.9374,0.557546
4562,1.05352,0.9366,0.57247884
4563,1.05352,0.94167,0.59934578
4564,1.05352,0.94435,0.59931273
4565,1.05352,1.05681,0.51418599
4566,1.05352,1.15739,0.54885001
4567,1.05352,1.14871,0.46740182
4568,1.05352,1.08446,0.94051078
4569,1.05352,1.04907,0.93873888
4570,1.05352,1.05962,0.93698696
4571,1.05352,1.01995,0.93480364
4572,1.05352,0.99537,0.93480364
4573,1.05352,0.99096,0.93480364
4574,1.05352,0.99176,0.93480364
4575,1.05352,1.01567,0.93480364
4576,1.05352,1.08566,0.93480364
4577,1.05352,1.15071,0.93480364
4578,1.05352,1.20735,0.93480364
4579,1.05352,1.18437,0.46769715
4580,1.05352,1.13883,0.47099244
4581,1.05352,1.13442,0.64008939
4582,1.05352,1.06656,0.69478108
4583,1.05352,0.98468,0.65431838
4584,1.07625,0.97761,0.66963897
4585,1.07625,0.96598,0.67922388
4586,1.07625,0.96438,0.62992847
4587,1.07625,0.96438,0.61546594
4588,1.07625,0.9772,0.61443274
4589,1.07625,1.06336,0.53009217
4590,1.07625,1.17703,0.48216405
4591,1.07625,1.19065,0.46740182
4592,1.07625,1.20267,0.9549293
4593,1.07625,1.18851,1.09357011
4594,1.07625,1.21803,0.94449915
4595,1.07625,1.18371,0.94254287
4596,1.07625,1.16474,0.93978467
4597,1.07625,1.11999,0.94451827
4598,1.07625,1.10477,0.9439666
4599,1.07625,1.11131,0.93654468
4600,1.07625,1.1634,0.94311801
4601,1.07625,1.2008,0.95608626
4602,1.07625,1.21002,0.94376505
4603,1.07625,1.19012,0.51470373
4604,1.07625,1.15192,0.57511321
4605,1.07625,1.13482,0.55372222
4606,1.07625,1.03344,0.57785223
4607,1.07625,1.01701,0.60471916
4608,1.07625,1.00298,0.62083932
4609,1.07625,0.99684,0.64770626
4610,1.07625,0.9955,0.66382642
4611,1.07625,1.00018,0.70681352
4612,1.07625,1.00218,0.71742807
4613,1.07625,1.14323,0.62405671
4614,1.07625,1.21696,0.53363301
4615,1.07625,1.27694,0.49467895
4616,1.07625,1.25517,0.95412227
4617,1.07625,1.1968,1.04621362
4618,1.07625,1.17769,1.01765534
4619,1.07625,1.09181,0.97433893
4620,1.07625,1.05428,0.94071343
4621,1.07625,1.04092,0.94329738
4622,1.07625,1.00445,0.94220504
4623,1.07625,1.013,0.9452187
4624,1.07625,1.05668,0.93754845
4625,1.07625,1.17676,1.01493934
4626,1.07625,1.21737,0.96248263
4627,1.07625,1.2171,0.5914729
4628,1.07625,1.14216,0.59517638
4629,1.07625,1.08299,0.59918651
4630,1.07625,1.05013,0.60471916
4631,1.07625,1.04519,0.62083932
4632,1.05662,1.00953,0.64233287
4633,1.05662,0.98936,0.65307965
4634,1.05662,0.97934,0.70681352
4635,1.05662,0.99136,0.71756029
4636,1.05662,0.96919,0.7085822
4637,1.05662,0.97907,0.67707554
4638,1.05662,1.00151,0.61055817
4639,1.05662,1.0106,0.49677719
4640,1.05662,1.0289,0.46740182
4641,1.05662,1.02876,0.49360706
4642,1.05662,1.01781,0.53405479
4643,1.05662,1.00272,0.47566702
4644,1.05662,0.96037,0.46740182
4645,1.05662,0.95022,0.46740182
4646,1.05662,0.94448,0.46761774
4647,1.05662,0.94515,0.46877373
4648,1.05662,0.96051,0.46740182
4649,1.05662,0.98989,0.46740182
4650,1.05662,1.00419,0.4799955
4651,1.05662,1.00165,0.57033884
4652,1.05662,1.00071,0.61721647
4653,1.05662,1.0472,0.55945789
4654,1.05662,1.00672,0.55945789
4655,1.05662,0.97574,0.557546
4656,1.05698,0.96492,0.60471916
4657,1.05698,0.94795,0.61546594
4658,1.05698,0.93353,0.61009255
4659,1.05698,0.92631,0.61009255
4660,1.05698,0.92618,0.63872817
4661,1.05698,0.92818,0.55454695
4662,1.05698,0.94996,0.61357654
4663,1.05698,0.97053,0.56551476
4664,1.05698,0.99003,0.48833641
4665,1.05698,0.9911,0.49653435
4666,1.05698,0.99323,0.47601711
4667,1.05698,0.98348,0.53131163
4668,1.05698,0.95156,0.50208718
4669,1.05698,0.92618,0.50875456
4670,1.05698,0.92484,0.60044565
4671,1.05698,0.92658,0.59659459
4672,1.05698,0.96358,0.57874549
4673,1.05698,1.00232,0.61684606
4674,1.05698,1.01741,0.60253325
4675,1.05698,1.02997,0.60540439
4676,1.05698,1.01848,0.6232473
4677,1.05698,1.08086,0.62725743
4678,1.05698,1.01928,0.64770626
4679,1.05698,1.00178,0.65845303
4680,1.12047,0.98549,0.65845303
4681,1.12047,0.98375,0.65307965
4682,1.12047,0.96652,0.66919981
4683,1.12047,0.96345,0.67457319
4684,1.12047,0.98896,0.68351759
4685,1.12047,1.09675,0.66723025
4686,1.12047,1.16501,0.61773393
4687,1.12047,1.16554,0.51174603
4688,1.12047,1.13722,0.94954374
4689,1.12047,1.11398,0.96108421
4690,1.12047,1.10196,0.96184434
4691,1.12047,1.0846,0.95577149
4692,1.12047,1.04452,1.02300497
4693,1.12047,1.01193,0.94855681
4694,1.12047,1.00151,0.93480364
4695,1.12047,0.99457,0.9425513
4696,1.12047,1.00138,0.93480364
4697,1.12047,1.06536,0.93911419
4698,1.12047,1.11051,0.94027437
4699,1.12047,1.08566,0.52425253
4700,1.12047,1.07712,0.52886764
4701,1.12047,1.09261,0.55372222
4702,1.12047,1.00659,0.56328167
4703,1.12047,0.98869,0.58322562
4704,1.13776,0.98135,0.57785223
4705,1.13776,0.96345,0.61009255
4706,1.13776,0.94956,0.63695949
4707,1.13776,0.9394,0.6315861
4708,1.13776,0.96585,0.67634188
4709,1.13776,1.02062,0.61972167
4710,1.13776,1.124,0.53496557
4711,1.13776,1.15325,0.49825185
4712,1.13776,1.13736,0.94165077
4713,1.13776,1.1264,0.96940164
4714,1.13776,1.1236,0.9627874
4715,1.13776,1.05882,0.9591934
4716,1.13776,1.02983,0.95808797
4717,1.13776,1.02395,0.96070915
4718,1.13776,1.01834,1.05061796
4719,1.13776,1.02182,0.93480364
4720,1.13776,1.10303,0.93480364
4721,1.13776,1.14884,0.93505575
4722,1.13776,1.2,0.9633601
4723,1.13776,1.19092,0.54809606
4724,1.13776,1.15392,0.54989844
4725,1.13776,1.15138,0.56519356
4726,1.13776,1.10049,0.58322562
4727,1.13776,1.03143,0.59934578
4728,1.134,1.01607,0.64233287
4729,1.134,1.00606,0.62621271
4730,1.134,0.99484,0.61546594
4731,1.134,1.00312,0.64233287
4732,1.134,1.01915,0.64310163
4733,1.134,1.085,0.51222282
4734,1.134,1.2171,0.48124781
4735,1.134,1.22885,0.49831971
4736,1.134,1.16781,0.95368111
4737,1.134,1.14844,0.97267619
4738,1.134,1.13402,0.94043853
4739,1.134,1.09795,0.93946318
4740,1.134,1.07311,0.93990531
4741,1.134,1.03811,0.93769705
4742,1.134,1.03851,0.9382194
4743,1.134,1.05254,0.93895874
4744,1.134,1.13802,0.93836411
4745,1.134,1.19145,0.93480364
4746,1.134,1.2183,0.93480364
4747,1.134,1.23192,0.49945147
4748,1.134,1.2191,0.51357251
4749,1.134,1.17329,0.49776494
4750,1.134,1.10997,0.50103559
4751,1.134,1.03745,0.50783683
4752,1.15263,1.01781,0.51739629
4753,1.15263,1.00205,0.52504385
4754,1.15263,1.00178,0.58322562
4755,1.15263,1.00018,0.66105832
4756,1.15263,1.00272,0.63265157
4757,1.15263,1.08192,0.58980759
4758,1.15263,1.16113,0.64424126
4759,1.15263,1.15085,0.48161851
4760,1.15263,1.13135,1.0518995
4761,1.15263,1.09675,0.95897281
4762,1.15263,1.07778,0.93995158
4763,1.15263,1.03664,0.93872574
4764,1.15263,1.02115,0.9394637
4765,1.15263,1.01768,0.97461259
4766,1.15263,1.02743,0.93897489
4767,1.15263,1.02062,0.93981196
4768,1.15263,1.13682,0.94317172
4769,1.15263,1.16394,0.9659553
4770,1.15263,1.22872,0.93693824
4771,1.15263,1.21843,0.54809606
4772,1.15263,1.15672,0.56519356
4773,1.15263,1.13816,0.64448157
4774,1.15263,1.08099,0.55563411
4775,1.15263,1.00258,0.60529519
4776,1.15263,0.9919,0.60471916
4777,1.15263,0.9911,0.59397239
4778,1.15263,0.98655,0.57785223
4779,1.15263,0.98682,0.63695949
4780,1.15263,1.00272,0.62341046
4781,1.15263,1.0691,0.49975302
4782,1.15263,1.19239,0.4847093
4783,1.15263,1.19786,0.49959711
4784,1.15263,1.15712,0.95469983
4785,1.15263,1.13615,0.94595407
4786,1.15263,1.12507,0.95362679
4787,1.15263,1.08473,0.94769204
4788,1.15263,1.02569,0.94033673
4789,1.15263,1.02315,0.94015237
4790,1.15263,1.02048,0.9399633
4791,1.15263,1.02262,0.94239379
4792,1.15263,1.11411,0.93480364
4793,1.15263,1.1817,0.94165042
4794,1.15263,1.23152,0.95776206
4795,1.15263,1.21803,0.62153583
4796,1.15263,1.25824,0.65465278
4797,1.15263,1.17275,0.66166638
4798,1.15263,1.09688,0.59934578
4799,1.15263,1.04733,0.62083932
4800,1.17878,1.00552,0.61546594
4801,1.17878,0.98856,0.62083932
4802,1.17878,0.97253,0.62621271
4803,1.17878,0.95583,0.65845303
4804,1.17878,0.95143,0.66739743
4805,1.17878,0.96438,0.60968841
4806,1.17878,0.9764,0.53880696
4807,1.17878,0.98829,0.51804142
4808,1.17878,0.98842,0.51912161
4809,1.17878,0.96492,0.50938881
4810,1.17878,0.93647,0.48491433
4811,1.17878,0.91937,0.47041784
4812,1.17878,0.86808,0.46740182
4813,1.17878,0.87062,0.46740182
4814,1.17878,0.8817,0.47616245
4815,1.17878,0.91777,0.47437787
4816,1.17878,0.96091,0.48827293
4817,1.17878,0.99003,0.46740182
4818,1.17878,1.00953,0.50505969
4819,1.17878,0.99818,0.56710545
4820,1.17878,1.00071,0.57512572
4821,1.17878,1.02048,0.59517638
4822,1.17878,0.99497,0.66919981
4823,1.17878,0.9577,0.71756029
4824,1.13091,0.92965,0.73368045
4825,1.13091,0.92404,0.84900015
4826,1.13091,0.9012,0.79658231
4827,1.13091,0.8976,0.7907581
4828,1.13091,0.898,0.77930638
4829,1.13091,0.89599,0.68033999
4830,1.13091,0.90655,0.5314166
4831,1.13091,0.91122,0.47579479
4832,1.13091,0.91109,0.52737965
4833,1.13091,0.89346,0.46920828
4834,1.13091,0.88838,0.46822596
4835,1.13091,0.8805,0.46778415
4836,1.13091,0.67119,0.46740182
4837,1.13091,0.62712,0.46740182
4838,1.13091,0.77551,0.46811155
4839,1.13091,0.87142,0.46740182
4840,1.13091,0.92458,0.4675152
4841,1.13091,0.9764,0.46740182
4842,1.13091,1.06349,0.46881566
4843,1.13091,1.07925,0.49706467
4844,1.13091,1.09688,0.5897604
4845,1.13091,1.11959,0.5354874
4846,1.13091,1.03117,0.63603947
4847,1.13091,0.99737,0.61553238
4848,1.14728,0.96585,0.62128976
4849,1.14728,0.9541,0.54347422
4850,1.14728,0.95396,0.50267091
4851,1.14728,0.95316,0.52004767
4852,1.14728,0.98014,0.50594155
4853,1.14728,1.0699,0.53260507
4854,1.14728,1.13388,0.52145668
4855,1.14728,1.13802,0.50510382
4856,1.14728,1.11759,0.94094416
4857,1.14728,1.09061,0.93771472
4858,1.14728,1.06055,0.93714948
4859,1.14728,1.00913,0.93519067
4860,1.14728,1.00966,0.93480364
4861,1.14728,1.00445,0.93480364
4862,1.14728,1.00859,0.93480364
4863,1.14728,1.02796,0.93612975
4864,1.14728,1.09769,0.93480364
4865,1.14728,1.15111,0.93480364
4866,1.14728,1.21737,0.93791158
4867,1.14728,1.20935,0.5985339
4868,1.14728,1.17262,0.62373742
4869,1.14728,1.18972,0.6523693
4870,1.14728,1.07605,0.73470857
4871,1.14728,1.0126,0.75234233
4872,1.17193,0.99884,0.71918514
4873,1.17193,0.99083,0.69396867
4874,1.17193,0.98468,0.69917917
4875,1.17193,0.98201,0.71364673
4876,1.17193,1.00045,0.69593355
4877,1.17193,1.09996,0.6735311
4878,1.17193,1.21763,0.70622229
4879,1.17193,1.17783,0.68983922
4880,1.17193,1.16006,0.93480364
4881,1.17193,1.11759,0.93480364
4882,1.17193,1.0886,0.93480364
4883,1.17193,1.04412,0.93480364
4884,1.17193,1.03424,0.93480364
4885,1.17193,1.03344,0.93480364
4886,1.17193,1.04386,0.93480364
4887,1.17193,1.09662,0.93480364
4888,1.17193,1.20441,0.93480364
4889,1.17193,1.26772,0.93480364
4890,1.17193,1.33811,0.94017053
4891,1.17193,1.34386,0.66060354
4892,1.17193,1.29056,0.683898
4893,1.17193,1.23152,0.73000622
4894,1.17193,1.10463,0.78758226
4895,1.17193,1.06122,0.77498992
4896,1.18166,1.02649,0.79536566
4897,1.18166,1.01086,0.75371114
4898,1.18166,1.00632,0.76134938
4899,1.18166,1.00365,0.78404264
4900,1.18166,1.01153,0.77512301
4901,1.18166,1.10837,0.75618275
4902,1.18166,1.20561,0.75725249
4903,1.18166,1.26291,0.74019311
4904,1.18166,1.26826,1.30904139
4905,1.18166,1.18397,0.93480364
4906,1.18166,1.13081,0.93480364
4907,1.18166,1.10663,0.93480364
4908,1.18166,1.08566,0.93480364
4909,1.18166,1.09956,0.93480364
4910,1.18166,1.12467,0.93480364
4911,1.18166,1.17315,0.93480364
4912,1.18166,1.26826,0.93480364
4913,1.18166,1.4069,0.93480364
4914,1.18166,1.48611,0.93480364
4915,1.18166,1.4073,0.46740182
4916,1.18166,1.28976,0.46740182
4917,1.18166,1.26906,0.46754209
4918,1.18166,1.16207,0.61599097
4919,1.18166,1.10623,0.67133062
4920,1.21236,1.05855,0.69657392
4921,1.21236,1.02556,0.72738778
4922,1.21236,1.01901,0.69653477
4923,1.21236,1.01647,0.6543037
4924,1.21236,1.04012,0.70104645
4925,1.21236,1.1256,0.6489542
4926,1.21236,1.28415,0.7087377
4927,1.21236,1.23566,0.61883006
4928,1.21236,1.25423,0.93480364
4929,1.21236,1.20187,0.93480364
4930,1.21236,1.17342,0.93480364
4931,1.21236,1.13602,0.93480364
4932,1.21236,1.12387,0.93480364
4933,1.21236,1.10717,0.93480364
4934,1.21236,1.13509,0.93480364
4935,1.21236,1.16674,0.93480364
4936,1.21236,1.25623,0.93480364
4937,1.21236,1.32569,0.93480364
4938,1.21236,1.42627,0.93480364
4939,1.21236,1.32315,0.47284204
4940,1.21236,1.2549,0.46740182
4941,1.21236,1.17462,0.46740182
4942,1.21236,1.05628,0.46740182
4943,1.21236,1.01314,0.46740182
4944,1.21236,1.00085,0.46809274
4945,1.21236,0.99363,0.47035372
4946,1.21236,0.98535,0.47661191
4947,1.21236,0.98268,0.48958834
4948,1.21236,1.011,0.49940026
4949,1.21236,1.07231,0.47274156
4950,1.21236,1.1602,0.59184034
4951,1.21236,1.22057,0.5490364
4952,1.21236,1.24341,0.93480364
4953,1.21236,1.21363,0.93480364
4954,1.21236,1.14216,0.93480364
4955,1.21236,1.02582,0.93480364
4956,1.21236,1.01821,0.93480364
4957,1.21236,1.01407,0.93480364
4958,1.21236,1.01581,0.93480364
4959,1.21236,1.02262,0.93480364
4960,1.21236,1.15392,0.93480364
4961,1.21236,1.19239,0.93480364
4962,1.21236,1.21309,0.93480364
4963,1.21236,1.19225,0.46740182
4964,1.21236,1.15098,0.46740182
4965,1.21236,1.13989,0.46740182
4966,1.21236,1.0134,0.46902904
4967,1.21236,1.01794,0.46781332
4968,1.23551,0.99898,0.46868616
4969,1.23551,0.99123,0.46781332
4970,1.23551,0.97827,0.50594155
4971,1.23551,0.96572,0.50267091
4972,1.23551,0.96812,0.52313196
4973,1.23551,0.9537,0.49780574
4974,1.23551,0.97841,0.56238673
4975,1.23551,0.99671,0.46740182
4976,1.23551,1.02355,0.46740182
4977,1.23551,1.00659,0.46740182
4978,1.23551,0.98963,0.46740182
4979,1.23551,0.96305,0.46740182
4980,1.23551,0.94715,0.46740182
4981,1.23551,0.9366,0.46740182
4982,1.23551,0.93419,0.46740182
4983,1.23551,0.94902,0.46740182
4984,1.23551,0.97266,0.46740182
4985,1.23551,1.01501,0.46740182
4986,1.23551,1.01701,0.46740182
4987,1.23551,1.00325,0.46740182
4988,1.23551,0.98028,0.46740182
4989,1.23551,0.98028,0.46740182
4990,1.23551,0.95102,0.59761314
4991,1.23551,0.91069,0.63349497
4992,1.21711,0.89786,0.74858386
4993,1.21711,0.87355,0.76373645
4994,1.21711,0.84777,0.78474163
4995,1.21711,0.85886,0.7820335
4996,1.21711,0.85485,0.77154139
4997,1.21711,0.83883,0.78980897
4998,1.21711,0.87222,0.77151108
4999,1.21711,0.89826,0.66073098
5000,1.21711,0.90134,0.46740182
5001,1.21711,0.92511,0.46740182
5002,1.21711,0.93246,0.46740182
5003,1.21711,0.92004,0.46740182
5004,1.21711,0.88851,0.46740182
5005,1.21711,0.87689,0.46740182
5006,1.21711,0.87689,0.46740182
5007,1.21711,0.89826,0.46740182
5008,1.21711,0.95102,0.46740182
5009,1.21711,1.0094,0.55346388
5010,1.21711,1.03157,0.49256117
5011,1.21711,1.03517,0.67859553
5012,1.21711,1.04279,0.65242468
5013,1.21711,1.05067,0.71217764
5014,1.21711,1.01794,0.779785
5015,1.21711,0.97467,0.78252578
5016,1.17193,0.95169,0.76020076
5017,1.17193,0.93299,0.74974906
5018,1.17193,0.93045,0.75960227
5019,1.17193,0.93366,0.73899311
5020,1.17193,0.97013,0.76040624
5021,1.17193,1.04119,0.7536746
5022,1.17193,1.19078,0.75243586
5023,1.17193,1.26358,0.70944898
5024,1.17193,1.18491,1.01317638
5025,1.17193,1.14924,0.93480364
5026,1.17193,1.1419,0.93480364
5027,1.17193,1.12934,0.93497269
5028,1.17193,1.10757,0.93536122
5029,1.17193,1.10196,0.93480364
5030,1.17193,1.09969,0.93480364
5031,1.17193,1.09729,0.93480364
5032,1.17193,1.10076,0.93480364
5033,1.17193,1.15806,0.93480364
5034,1.17193,1.30819,0.94005745
5035,1.17193,1.30499,0.65305785
5036,1.17193,1.20788,0.64437461
5037,1.17193,1.15646,0.80059852
5038,1.17193,1.07458,0.81549937
5039,1.17193,1.01514,0.81266009
5040,1.17193,1.00913,0.7602926
5041,1.17193,1.00659,0.76006501
5042,1.17193,1.00445,0.81238606
5043,1.17193,1.00659,0.81719597
5044,1.17193,1.02502,0.77918962
5045,1.17193,1.1447,0.70220599
5046,1.17193,1.23126,0.6777343
5047,1.17193,1.24702,0.52374409
5048,1.17193,1.22151,1.06496718
5049,1.17193,1.1634,0.94037214
5050,1.17193,1.11078,0.93890546
5051,1.17193,1.05454,0.93766835
5052,1.17193,1.03985,0.93871834
5053,1.17193,1.03117,0.93739243
5054,1.17193,1.0305,0.93751617
5055,1.17193,1.02823,0.93709834
5056,1.17193,1.05842,0.9394854
5057,1.17193,1.12346,0.93480364
5058,1.17193,1.21363,0.93534418
5059,1.17193,1.20468,0.49612962
5060,1.17193,1.13642,0.62383506
5061,1.17193,1.08005,0.68768129
5062,1.17193,1.01327,0.61008977
5063,1.17193,1.00419,0.66270767
5064,1.18166,0.99831,0.56519356
5065,1.18166,0.97747,0.56328167
5066,1.18166,0.9748,0.56710545
5067,1.18166,0.98028,0.58322562
5068,1.18166,1.00445,0.56136978
5069,1.18166,1.0862,0.47952404
5070,1.18166,1.31314,0.46740182
5071,1.18166,1.32422,0.54708954
5072,1.18166,1.29537,0.97347984
5073,1.18166,1.18437,0.98683586
5074,1.18166,1.17422,0.94093228
5075,1.18166,1.13402,0.95411113
5076,1.18166,1.10904,0.95623467
5077,1.18166,1.08473,0.9970172
5078,1.18166,1.07351,0.94368763
5079,1.18166,1.07404,0.94723465
5080,1.18166,1.13669,0.94073678
5081,1.18166,1.19172,0.96094698
5082,1.18166,1.24395,1.01051421
5083,1.18166,1.37458,0.59088845
5084,1.18166,1.43121,0.59517638
5085,1.18166,1.22498,0.61522703
5086,1.18166,1.06616,0.6315861
5087,1.18166,1.01781,0.63695949
5088,1.20283,0.99203,0.67457319
5089,1.20283,0.98629,0.66919981
5090,1.20283,0.99457,0.66382642
5091,1.20283,0.99604,0.66382642
5092,1.20283,0.99831,0.68531997
5093,1.20283,1.05695,0.6616461
5094,1.20283,1.1236,0.53047512
5095,1.20283,1.12213,0.48567297
5096,1.20283,1.06363,0.93879833
5097,1.20283,1.04132,0.93594847
5098,1.20283,1.02916,1.05459744
5099,1.20283,1.02476,0.94647441
5100,1.20283,1.02542,0.94683845
5101,1.20283,1.02088,0.94373642
5102,1.20283,1.03264,0.93480364
5103,1.20283,1.03317,0.93947341
5104,1.20283,1.10236,0.9360056
5105,1.20283,1.24435,0.93937994
5106,1.20283,1.36429,0.94411409
5107,1.20283,1.4061,0.52122007
5108,1.20283,1.28976,0.57511321
5109,1.20283,1.18517,0.52504385
5110,1.20283,1.09181,0.60838158
5111,1.20283,1.03117,0.54989844
5112,1.18868,1.01634,0.55563411
5113,1.18868,1.00712,0.56136978
5114,1.18868,1.00352,0.59397239
5115,1.18868,1.00579,0.61009255
5116,1.18868,1.04078,0.62621271
5117,1.18868,1.13802,0.64091723
5118,1.18868,1.13749,0.56386505
5119,1.18868,1.15753,0.49254384
5120,1.18868,1.17102,0.93860109
5121,1.18868,1.13736,0.94105955
5122,1.18868,1.09742,1.0094687
5123,1.18868,1.06202,1.02372971
5124,1.18868,1.04826,0.94843861
5125,1.18868,1.03224,0.96434004
5126,1.18868,1.03411,0.93480364
5127,1.18868,1.05067,0.9348207
5128,1.18868,1.0858,0.93746563
5129,1.18868,1.11064,0.93923157
5130,1.18868,1.15819,0.94775032
5131,1.18868,1.15138,0.52695574
5132,1.18868,1.12694,0.52886764
5133,1.18868,1.08406,0.56519356
5134,1.18868,1.04613,0.6315861
5135,1.18868,1.01728,0.6315861
5136,1.22463,0.99029,0.67994658
5137,1.22463,0.96345,0.64233287
5138,1.22463,0.96505,0.66382642
5139,1.22463,0.98909,0.64770626
5140,1.22463,0.97106,0.7121869
